모델명,장비수,날짜,요일,시작 시간,종료 시간,시험원,시험 방법,시험 결과,av #0,av #1,av #2,av #3,av #4,av #5,av #6,av #7,av #8,av #9,av #10,av #11,lpc #0,lpc #1,lpc #2,lpc #3,lpc #4,lpc #5,lpc #6,lpc #7,lpc #8,lpc #9,lpc #10,lpc #11,lpc #12,lpc #13,센서,펌프 1,펌프 2,스터러,SD 카드,RTC,EEPROM,시리얼 1,시리얼 2,시리얼 3,시리얼 4,
Sigma-1000,109,2021년 05월 21일,금,11:57:44,11:57:44,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,110,2021년 05월 21일,금,11:59:19,11:59:19,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,111,2021년 05월 21일,금,12:00:53,12:00:53,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,112,2021년 05월 21일,금,12:02:28,12:02:28,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,113,2021년 05월 21일,금,12:04:03,12:04:03,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,114,2021년 05월 21일,금,12:05:37,12:05:37,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,115,2021년 05월 21일,금,12:07:12,12:07:12,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,116,2021년 05월 21일,금,12:08:56,12:08:56,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,117,2021년 05월 21일,금,12:10:37,12:10:37,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,118,2021년 05월 21일,금,12:12:17,12:12:17,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,119,2021년 05월 21일,금,12:13:57,12:13:57,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,120,2021년 05월 21일,금,12:15:39,12:15:39,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,121,2021년 05월 21일,금,12:17:20,12:17:20,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,122,2021년 05월 21일,금,12:19:01,12:19:01,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,123,2021년 05월 21일,금,12:20:41,12:20:41,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,124,2021년 05월 21일,금,12:22:18,12:22:18,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,125,2021년 05월 21일,금,12:23:53,12:23:53,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,126,2021년 05월 21일,금,12:25:28,12:25:28,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,127,2021년 05월 21일,금,12:27:03,12:27:03,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,128,2021년 05월 21일,금,12:28:38,12:28:38,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,129,2021년 05월 21일,금,12:30:13,12:30:13,홍길동,자동,NG,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,130,2021년 05월 21일,금,12:31:47,12:31:47,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,131,2021년 05월 21일,금,12:33:22,12:33:22,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,132,2021년 05월 21일,금,12:34:57,12:34:57,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,133,2021년 05월 21일,금,12:36:32,12:36:32,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,134,2021년 05월 21일,금,12:38:07,12:38:07,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,135,2021년 05월 21일,금,12:39:42,12:39:42,홍길동,자동,NG,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,136,2021년 05월 21일,금,12:41:16,12:41:16,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,137,2021년 05월 21일,금,12:42:51,12:42:51,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,138,2021년 05월 21일,금,12:44:27,12:44:27,홍길동,자동,NG,O,O,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,139,2021년 05월 21일,금,12:46:01,12:46:01,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,140,2021년 05월 21일,금,12:47:36,12:47:36,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,141,2021년 05월 21일,금,12:49:11,12:49:11,홍길동,자동,NG,O,O,X,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,142,2021년 05월 21일,금,12:50:46,12:50:46,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,143,2021년 05월 21일,금,12:52:21,12:52:21,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,144,2021년 05월 21일,금,12:53:56,12:53:56,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,145,2021년 05월 21일,금,12:55:31,12:55:31,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,146,2021년 05월 21일,금,12:57:06,12:57:06,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,147,2021년 05월 21일,금,12:58:40,12:58:40,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,148,2021년 05월 21일,금,13:00:16,13:00:16,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,149,2021년 05월 21일,금,13:01:50,13:01:50,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,150,2021년 05월 21일,금,13:03:25,13:03:25,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,151,2021년 05월 21일,금,13:05:00,13:05:00,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,152,2021년 05월 21일,금,13:06:35,13:06:35,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,153,2021년 05월 21일,금,13:08:09,13:08:09,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,154,2021년 05월 21일,금,13:09:44,13:09:44,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,155,2021년 05월 21일,금,13:11:19,13:11:19,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,156,2021년 05월 21일,금,13:12:53,13:12:53,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,157,2021년 05월 21일,금,13:14:28,13:14:28,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,158,2021년 05월 21일,금,13:16:03,13:16:03,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,159,2021년 05월 21일,금,13:17:38,13:17:38,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,160,2021년 05월 21일,금,13:19:12,13:19:12,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,161,2021년 05월 21일,금,13:20:47,13:20:47,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,162,2021년 05월 21일,금,13:22:22,13:22:22,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,163,2021년 05월 21일,금,13:23:57,13:23:57,홍길동,자동,NG,O,O,X,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,164,2021년 05월 21일,금,13:25:32,13:25:32,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,165,2021년 05월 21일,금,13:27:13,13:27:13,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,166,2021년 05월 21일,금,13:28:56,13:28:56,홍길동,자동,NG,O,X,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,167,2021년 05월 21일,금,13:30:36,13:30:36,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,168,2021년 05월 21일,금,13:32:17,13:32:17,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,169,2021년 05월 21일,금,13:34:00,13:34:00,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,170,2021년 05월 21일,금,13:35:42,13:35:42,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,171,2021년 05월 21일,금,13:37:25,13:37:25,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,172,2021년 05월 21일,금,13:39:08,13:39:08,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,173,2021년 05월 21일,금,13:40:50,13:40:50,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,174,2021년 05월 21일,금,13:42:33,13:42:33,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,175,2021년 05월 21일,금,13:44:14,13:44:14,홍길동,자동,NG,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,176,2021년 05월 21일,금,13:57:05,13:57:05,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,
Sigma-1000,177,2021년 05월 21일,금,14:01:19,14:02:54,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,178,2021년 05월 21일,금,14:02:54,14:04:28,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,179,2021년 05월 21일,금,14:04:28,14:06:03,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,180,2021년 05월 21일,금,14:06:03,14:07:38,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,181,2021년 05월 21일,금,14:07:38,14:09:12,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,182,2021년 05월 21일,금,14:09:12,14:10:47,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,183,2021년 05월 21일,금,14:10:47,14:12:22,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,184,2021년 05월 21일,금,14:12:22,14:13:57,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,185,2021년 05월 21일,금,14:13:57,14:15:31,홍길동,자동,NG,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,186,2021년 05월 21일,금,14:15:31,14:17:06,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,187,2021년 05월 21일,금,14:17:06,14:18:41,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,188,2021년 05월 21일,금,14:18:41,14:20:15,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,189,2021년 05월 21일,금,14:20:15,14:21:50,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,190,2021년 05월 21일,금,14:21:50,14:23:25,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,191,2021년 05월 21일,금,14:23:25,14:25:04,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,O,
Sigma-1000,192,2021년 05월 21일,금,14:25:04,14:26:40,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,193,2021년 05월 21일,금,14:26:40,14:28:15,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,194,2021년 05월 21일,금,14:28:15,14:29:50,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,195,2021년 05월 21일,금,14:29:50,14:31:27,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,196,2021년 05월 21일,금,14:31:27,14:33:02,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,197,2021년 05월 21일,금,14:33:02,14:34:38,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,198,2021년 05월 21일,금,14:34:38,14:36:13,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,199,2021년 05월 21일,금,14:36:13,14:37:48,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,200,2021년 05월 21일,금,14:37:48,14:39:22,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,201,2021년 05월 21일,금,14:39:22,14:40:57,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,202,2021년 05월 21일,금,14:40:57,14:42:32,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,203,2021년 05월 21일,금,14:42:32,14:44:06,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,204,2021년 05월 21일,금,15:26:09,15:27:44,홍길동,자동,NG,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,205,2021년 05월 21일,금,15:28:52,15:30:27,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,206,2021년 05월 21일,금,15:30:27,15:32:01,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,207,2021년 05월 21일,금,15:32:01,15:33:36,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,208,2021년 05월 21일,금,15:33:36,15:35:11,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,209,2021년 05월 21일,금,15:35:11,15:36:45,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
Sigma-1000,210,2021년 05월 21일,금,15:36:45,15:38:20,홍길동,자동,NG,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,
